rank,track_name,artist_name,year
7,hey there delilah,plain white t's,2007
8,i wanna love you,akon,2007
9,say it right,nelly furtado,2007
10,glamorous,fergie,2007
11,don't matter,akon,2007
12,girlfriend,avril lavigne,2007
13,makes me wonder,maroon 5,2007
14,party like a rockstar,shop boyz,2007
15,smack that,akon,2007
16,this is why i'm hot,mims,2007
17,it's not over,daughtry,2007
18,the way i are,timbaland,2007
19,fergalicious,fergie,2007
20,crank that (soulja boy),soulja boy tell 'em,2007
21,give it to me,timbaland,2007
22,what goes around... comes around,justin timberlake,2007
23,cupid's chokehold,gym class heroes,2007
24,how to save a life,the fray,2007
25,home,daughtry,2007
26,my love,justin timberlake,2007
27,stronger,kanye west,2007
28,we fly high,jim jones,2007
29,u + ur hand,pink,2007
30,walk it out,unk,2007
31,beautiful girls,sean kingston,2007
32,"this ain't a scene, it's an arms race",fall out boy,2007
33,bartender,t-pain,2007
34,"pop, lock & drop it",huey,2007
35,runaway love,ludacris,2007
36,rockstar,nickelback,2007
37,thnks fr th mmrs,fall out boy,2007
38,what i've done,linkin park,2007
39,summer love,justin timberlake,2007
40,you,lloyd,2007
41,wait for you,elliott yamin,2007
42,last night,diddy,2007
43,make it rain,fat joe,2007
44,make me better,fabolous,2007
45,ice box,omarion,2007
46,lips of an angel,hinder,2007
47,waiting on the world to change,john mayer,2007
48,lost without u,robin thicke,2007
49,i'm a flirt,r. kelly,2007
50,if everyone cared,nickelback,2007
51,get it shawty,lloyd,2007
52,face down,the red jumpsuit apparatus,2007
53,the way i live,baby boy da prince,2007
54,shortie like mine,bow wow,2007
55,it ends tonight,the all-american rejects,2007
56,a bay bay,hurricane chris,2007
57,because of you,ne-yo,2007
58,i tried,bone thugs-n-harmony,2007
59,welcome to the black parade,my chemical romance,2007
60,shawty,plies,2007
61,chasing cars,snow patrol,2007
62,beautiful liar,beyoncé and shakira,2007
63,sexyback,justin timberlake,2007
64,keep holding on,avril lavigne,2007
65,let it go,keyshia cole,2007
66,apologize,onerepublic,2007
67,bubbly,colbie caillat,2007
68,like a boy,ciara,2007
69,who knew,pink,2007
70,never again,kelly clarkson,2007
71,promise,ciara,2007
72,bed,j. holiday,2007
73,throw some d's,rich boy,2007
74,rehab,amy winehouse,2007
75,big shit poppin' (do it),t.i.,2007
76,no one,alicia keys,2007
77,the great escape,boys like girls,2007
78,2 step,unk,2007
79,walk away (remember me),paula deanda,2007
80,go getta,young jeezy,2007
81,here (in your arms),hellogoodbye,2007
82,on the hotline,pretty ricky,2007
83,wind it up,gwen stefani,2007
84,cyclone,baby bash,2007
85,break it off,rihanna,2007
86,first time,lifehouse,2007
87,ayo technology,50 cent,2007
88,outta my system,bow wow,2007
89,teardrops on my guitar,taylor swift,2007
90,shut up and drive,rihanna,2007
91,snow (hey oh),red hot chili peppers,2007
92,money maker,ludacris,2007
93,kiss kiss,chris brown,2007
94,far away,nickelback,2007
95,rock yo hips,crime mob and lil' scrappy,2007
96,lovestoned,justin timberlake,2007
97,better than me,hinder,2007
98,paralyzer,finger eleven,2007
99,that's that,snoop dogg,2007
100,same girl,r. kelly,2007
1,low,flo rida,2008
2,bleeding love,leona lewis,2008
3,no one,alicia keys,2008
4,lollipop,lil wayne,2008
5,apologize,onerepublic,2008
6,no air,jordin sparks and chris brown,2008
7,love song,sara bareilles,2008
8,love in this club,usher,2008
9,with you,chris brown,2008
10,forever,chris brown,2008
11,sexy can i,ray j,2008
12,take a bow,rihanna,2008
13,viva la vida,coldplay,2008
14,i kissed a girl,katy perry,2008
15,whatever you like,t.i.,2008
16,disturbia,rihanna,2008
17,don't stop the music,rihanna,2008
18,pocketful of sunshine,natasha bedingfield,2008
19,kiss kiss,chris brown,2008
20,closer,ne-yo,2008
21,bubbly,colbie caillat,2008
22,touch my body,mariah carey,2008
23,4 minutes,madonna,2008
24,so what,pink,2008
25,paralyzer,finger eleven,2008
26,clumsy,fergie,2008
27,i'm yours,jason mraz,2008
28,leavin',jesse mccartney,2008
29,dangerous,kardinal offishall,2008
30,tattoo,jordin sparks,2008
31,see you again,miley cyrus,2008
32,shake it,metro station,2008
33,stop and stare,onerepublic,2008
34,take you there,sean kingston,2008
35,paper planes,m.i.a.,2008
36,hot n cold,katy perry,2008
37,live your life,t.i.,2008
38,bust it baby (part 2),plies,2008
39,american boy,estelle,2008
40,got money,lil wayne,2008
41,our song,taylor swift,2008
42,damaged,danity kane,2008
43,a milli,lil wayne,2008
44,sorry,buckcherry,2008
45,independent,webbie,2008
46,can't believe it,t-pain,2008
47,like you'll never see me again,alicia keys,2008
48,teardrops on my guitar,taylor swift,2008
49,when i grow up,pussycat dolls,2008
50,sexual eruption,snoop dogg,2008
51,what you got,colby o'donis,2008
52,it's not my time,3 doors down,2008
53,better in time,leona lewis,2008
54,crank that (soulja boy),soulja boy tell 'em,2008
55,shadow of the day,linkin park,2008
56,sweetest girl (dollar bill),wyclef jean,2008
57,miss independent,ne-yo,2008
58,fall for you,secondhand serenade,2008
59,in the ayer,flo rida,2008
60,say,john mayer,2008
61,one step at a time,jordin sparks,2008
62,hate that i love you,rihanna,2008
63,superstar,lupe fiasco,2008
64,suffocate,j. holiday,2008
65,let it rock,kevin rudolf,2008
66,get like me,david banner,2008
67,realize,colbie caillat,2008
68,put on,young jeezy,2008
69,the time of my life,david cook,2008
70,lolli lolli (pop that body),three 6 mafia,2008
71,cyclone,baby bash,2008
72,love like this,natasha bedingfield,2008
73,burnin' up,jonas brothers,2008
74,love lockdown,kanye west,2008
75,i luv your girl,the-dream,2008
76,crush,david archuleta,2008
77,hypnotized,plies,2008
78,big girls don't cry,fergie,2008
79,good life,kanye west,2008
80,womanizer,britney spears,2008
81,love story,taylor swift,2008
82,just fine,mary j. blige,2008
83,piece of me,britney spears,2008
84,the boss,rick ross,2008
85,all summer long,kid rock,2008
86,can't help but wait,trey songz,2008
87,in love with a girl,gavin degraw,2008
88,my life,the game,2008
89,i remember,keyshia cole,2008
90,flashing lights,kanye west,2008
91,mrs. officer,lil wayne,2008
92,7 things,miley cyrus,2008
93,you're gonna miss this,trace adkins,2008
94,love remains the same,gavin rossdale,2008
95,feels like tonight,daughtry,2008
96,the way i are,timbaland,2008
97,addicted,saving abel,2008
98,into the night,santana,2008
99,heaven sent,keyshia cole,2008
100,she got it,2 pistols,2008
1,boom boom pow,the black eyed peas,2009
2,poker face,lady gaga,2009
3,just dance,lady gaga,2009
4,i gotta feeling,the black eyed peas,2009
5,love story,taylor swift,2009
6,right round,flo rida,2009
7,i'm yours,jason mraz,2009
8,single ladies (put a ring on it),beyoncé,2009
9,heartless,kanye west,2009
10,gives you hell,the all-american rejects,2009
11,you belong with me,taylor swift,2009
12,dead and gone,t.i.,2009
13,you found me,the fray,2009
14,use somebody,kings of leon,2009
15,knock you down,keri hilson,2009
16,blame it,jamie foxx,2009
17,i know you want me (calle ocho),pitbull,2009
18,live your life,t.i.,2009
19,kiss me thru the phone,soulja boy tell 'em,2009
20,down,jay sean,2009
21,the climb,miley cyrus,2009
22,best i ever had,drake,2009
23,my life would suck without you,kelly clarkson,2009
24,halo,beyoncé,2009
25,hot n cold,katy perry,2009
26,second chance,shinedown,2009
27,circus,britney spears,2009
28,day 'n' nite,kid cudi,2009
29,party in the u.s.a.,miley cyrus,2009
30,don't trust me,3oh!3,2009
31,run this town,jay-z,2009
32,let it rock,kevin rudolf,2009
33,fire burning,sean kingston,2009
34,whatcha say,jason derulo,2009
35,lovegame,lady gaga,2009
36,waking up in vegas,katy perry,2009
37,birthday sex,jeremih,2009
38,sober,pink,2009
39,womanizer,britney spears,2009
40,whatever you like,t.i.,2009
41,obsessed,mariah carey,2009
42,mad,ne-yo,2009
43,good girls go bad,cobra starship,2009
44,love lockdown,kanye west,2009
45,so what,pink,2009
46,hotel room service,pitbull,2009
47,crack a bottle,"eminem, dr. dre and 50 cent",2009
48,if i were a boy,beyoncé,2009
49,turnin me on,keri hilson,2009
50,i hate this part,pussycat dolls,2009
51,gotta be somebody,nickelback,2009
52,please don't leave me,pink,2009
53,paparazzi,lady gaga,2009
54,beautiful,akon,2009
55,viva la vida,coldplay,2009
56,right now (na na na),akon,2009
57,battlefield,jordin sparks,2009
58,sugar,flo rida,2009
59,miss independent,ne-yo,2009
60,fireflies,owl city,2009
61,new divide,linkin park,2009
62,empire state of mind,jay-z,2009
63,no surprise,daughtry,2009
64,she wolf,shakira,2009
65,break up,mario,2009
66,sweet dreams,beyoncé,2009
67,every girl,young money,2009
68,fallin' for you,colbie caillat,2009
69,untouched,the veronicas,2009
70,if today was your last day,nickelback,2009
71,throw it in the bag,fabolous,2009
72,love drunk,boys like girls,2009
73,i love college,asher roth,2009
74,if u seek amy,britney spears,2009
75,big green tractor,jason aldean,2009
76,white horse,taylor swift,2009
77,disturbia,rihanna,2009
78,21 guns,green day,2009
79,turn my swag on,soulja boy tell 'em,2009
80,rockin' that thang,the-dream,2009
81,chicken fried,zac brown band,2009
82,diva,beyoncé,2009
83,replay,iyaz,2009
84,then,brad paisley,2009
85,her diamonds,rob thomas,2009
86,how do you sleep?,jesse mccartney,2009
87,3,britney spears,2009
88,forever,drake,2009
89,one time,justin bieber,2009
90,i run to you,lady antebellum,2009
91,i do not hook up,kelly clarkson,2009
92,green light,john legend,2009
93,people are crazy,billy currington,2009
94,whatever it is,zac brown band,2009
95,already gone,kelly clarkson,2009
96,goodbye,kristinia debarge,2009
97,say hey (i love you),michael franti,2009
98,pop champagne,jim jones,2009
99,pretty wings,maxwell,2009
100,never say never,the fray,2009
1,tik tok,kesha,2010
2,need you now,lady antebellum,2010
3,"hey, soul sister",train,2010
4,california gurls,katy perry,2010
5,omg,usher,2010
6,airplanes,b.o.b,2010
7,love the way you lie,eminem,2010
8,bad romance,lady gaga,2010
9,dynamite,taio cruz,2010
10,break your heart,taio cruz,2010
11,nothin' on you,b.o.b,2010
12,i like it,enrique iglesias,2010
13,bedrock,young money,2010
14,in my head,jason derulo,2010
15,rude boy,rihanna,2010
16,telephone,lady gaga,2010
17,teenage dream,katy perry,2010
18,just the way you are,bruno mars,2010
19,cooler than me,mike posner,2010
20,imma be,the black eyed peas,2010
21,empire state of mind,jay-z,2010
22,dj got us fallin' in love,usher,2010
23,billionaire,travie mccoy,2010
24,not afraid,eminem,2010
25,replay,iyaz,2010
26,sexy bitch,david guetta,2010
27,breakeven,the script,2010
28,your love is my drug,kesha,2010
29,i gotta feeling,the black eyed peas,2010
30,fireflies,owl city,2010
31,say aah,trey songz,2010
32,find your love,drake,2010
33,alejandro,lady gaga,2010
34,ridin' solo,jason derulo,2010
35,just a dream,nelly,2010
36,how low,ludacris,2010
37,like a g6,far east movement,2010
38,carry out,timbaland,2010
39,haven't met you yet,michael bublé,2010
40,club can't handle me,flo rida,2010
41,down,jay sean,2010
42,bulletproof,la roux,2010
43,whatcha say,jason derulo,2010
44,baby,justin bieber,2010
45,whataya want from me,adam lambert,2010
46,mine,taylor swift,2010
47,only girl (in the world),rihanna,2010
48,live like we're dying,kris allen,2010
49,hard,rihanna,2010
50,young forever,jay-z,2010
51,blah blah blah,kesha,2010
52,bottoms up,trey songz,2010
53,do you remember,jay sean,2010
54,all the right moves,onerepublic,2010
55,according to you,orianthi,2010
56,my chick bad,ludacris,2010
57,you belong with me,taylor swift,2010
58,meet me halfway,the black eyed peas,2010
59,take it off,kesha,2010
60,over,drake,2010
61,animal,neon trees,2010
62,misery,maroon 5,2010
63,magic,b.o.b,2010
64,paparazzi,lady gaga,2010
65,tie me down,new boyz,2010
66,your love,nicki minaj,2010
67,party in the u.s.a.,miley cyrus,2010
68,deuces,chris brown,2010
69,3,britney spears,2010
70,impossible,shontelle,2010
71,forever,drake,2010
72,two is better than one,boys like girls,2010
73,my first kiss,3oh!3,2010
74,already gone,kelly clarkson,2010
75,rock that body,the black eyed peas,2010
76,secrets,onerepublic,2010
77,naturally,selena gomez,2010
78,un-thinkable (i'm ready),alicia keys,2010
79,all i do is win,dj khaled,2010
80,i made it (cash money heroes),kevin rudolf,2010
81,stuck like glue,sugarland,2010
82,hey daddy (daddy's home),usher,2010
83,there goes my baby,usher,2010
84,today was a fairytale,taylor swift,2010
85,say something,timbaland,2010
86,sweet dreams,beyoncé,2010
87,use somebody,kings of leon,2010
88,undo it,carrie underwood,2010
89,eenie meenie,sean kingston and justin bieber,2010
90,right above it,lil wayne,2010
91,the house that built me,miranda lambert,2010
92,if i die young,the band perry,2010
93,the only exception,paramore,2010
94,american honey,lady antebellum,2010
95,king of anything,sara bareilles,2010
96,life after you,daughtry,2010
97,smile,uncle kracker,2010
98,teach me how to dougie,cali swag district,2010
99,try sleeping with a broken heart,alicia keys,2010
100,"lover, lover",jerrod niemann,2010
1,rolling in the deep,adele,2011
2,party rock anthem,lmfao,2011
3,firework,katy perry,2011
4,e.t.,katy perry,2011
5,give me everything,pitbull,2011
6,grenade,bruno mars,2011
7,f**k you (forget you),ceelo green,2011
8,super bass,nicki minaj,2011
9,moves like jagger,maroon 5,2011
10,just can't get enough,the black eyed peas,2011
11,on the floor,jennifer lopez,2011
12,s&m,rihanna,2011
13,pumped up kicks,foster the people,2011
14,last friday night (t.g.i.f.),katy perry,2011
15,just the way you are,bruno mars,2011
16,tonight (i'm lovin' you),enrique iglesias,2011
17,raise your glass,pink,2011
18,born this way,lady gaga,2011
19,f**kin' perfect,pink,2011
20,what's my name?,rihanna,2011
21,look at me now,chris brown,2011
22,down on me,jeremih,2011
23,how to love,lil wayne,2011
24,someone like you,adele,2011
25,good life,onerepublic,2011
26,the lazy song,bruno mars,2011
27,till the world ends,britney spears,2011
28,the show goes on,lupe fiasco,2011
29,the edge of glory,lady gaga,2011
30,we r who we r,kesha,2011
31,black and yellow,wiz khalifa,2011
32,tonight tonight,hot chelle rae,2011
33,blow,kesha,2011
34,lighters,bad meets evil,2011
35,if i die young,the band perry,2011
36,stereo hearts,gym class heroes,2011
37,the time (dirty bit),the black eyed peas,2011
38,coming home,diddy â dirty money,2011
39,hey baby (drop it to the floor),pitbull,2011
40,only girl (in the world),rihanna,2011
41,6 foot 7 foot,lil wayne,2011
42,just a kiss,lady antebellum,2011
43,dirt road anthem,jason aldean,2011
44,dynamite,taio cruz,2011
45,no hands,waka flocka flame,2011
46,i wanna go,britney spears,2011
47,i'm on one,dj khaled,2011
48,you make me feel...,cobra starship,2011
49,yeah 3x,chris brown,2011
50,moment 4 life,nicki minaj,2011
51,i need a doctor,dr. dre,2011
52,just a dream,nelly,2011
53,motivation,kelly rowland,2011
54,stereo love,edward maya,2011
55,jar of hearts,christina perri,2011
56,roll up,wiz khalifa,2011
57,sexy and i know it,lmfao,2011
58,rocketeer,far east movement,2011
59,all of the lights,kanye west,2011
60,hold it against me,britney spears,2011
61,more,usher,2011
62,what the hell,avril lavigne,2011
63,written in the stars,tinie tempah,2011
64,bottoms up,trey songz,2011
65,dj got us fallin' in love,usher,2011
66,for the first time,the script,2011
67,honey bee,blake shelton,2011
68,don't you wanna stay,jason aldean,2011
69,we found love,rihanna,2011
70,pretty girl rock,keri hilson,2011
71,yoí¼ and i,lady gaga,2011
72,like a g6,far east movement,2011
73,without you,david guetta,2011
74,back to december,taylor swift,2011
75,teenage dream,katy perry,2011
76,crazy girl,eli young band,2011
77,cheers (drink to that),rihanna,2011
78,who says,selena gomez,2011
79,barefoot blue jean night,jake owen,2011
80,knee deep,zac brown band,2011
81,country girl (shake it for me),luke bryan,2011
82,remind me,brad paisley and carrie underwood,2011
83,in the dark,dev,2011
84,backseat,new boyz,2011
85,headlines,drake,2011
86,best thing i never had,beyoncé,2011
87,don't wanna go home,jason derulo,2011
88,where them girls at,david guetta,2011
89,she ain't you,chris brown,2011
90,take a back road,rodney atkins,2011
91,please don't go,mike posner,2011
92,sure thing,miguel,2011
93,price tag,jessie j,2011
94,god gave me you,blake shelton,2011
95,she will,lil wayne,2011
96,are you gonna kiss me or not,thompson square,2011
97,animal,neon trees,2011
98,you and tequila,kenny chesney,2011
99,colder weather,zac brown band,2011
100,my last,big sean,2011
1,somebody that i used to know,gotye,2012
2,call me maybe,carly rae jepsen,2012
3,we are young,fun,2012
4,payphone,maroon 5,2012
5,lights,ellie goulding,2012
6,glad you came,the wanted,2012
7,stronger (what doesn't kill you),kelly clarkson,2012
8,we found love,rihanna,2012
9,starships,nicki minaj,2012
10,what makes you beautiful,one direction,2012
11,wild ones,flo rida,2012
12,set fire to the rain,adele,2012
13,sexy and i know it,lmfao,2012
14,some nights,fun,2012
15,wide awake,katy perry,2012
16,good feeling,flo rida,2012
17,whistle,flo rida,2012
18,one more night,maroon 5,2012
19,drive by,train,2012
20,the motto,drake,2012
21,where have you been,rihanna,2012
22,everybody talks,neon trees,2012
23,take care,drake,2012
24,titanium,david guetta,2012
25,i won't give up,jason mraz,2012
26,it will rain,bruno mars,2012
27,mercy,"kanye west, big sean, pusha t and 2 chainz",2012
28,boyfriend,justin bieber,2012
29,party rock anthem,lmfao,2012
30,too close,alex clare,2012
31,part of me,katy perry,2012
32,"young, wild & free",snoop dogg and wiz khalifa,2012
33,we are never ever getting back together,taylor swift,2012
34,as long as you love me,justin bieber,2012
35,turn me on,david guetta,2012
36,moves like jagger,maroon 5,2012
37,blow me (one last kiss),pink,2012
38,good time,owl city and carly rae jepsen,2012
39,give your heart a break,demi lovato,2012
40,niggas in paris,jay-z and kanye west,2012
41,the one that got away,katy perry,2012
42,feel so close,calvin harris,2012
43,someone like you,adele,2012
44,scream,usher,2012
45,rack city,tyga,2012
46,domino,jessie j,2012
47,gangnam style,psy,2012
48,international love,pitbull,2012
49,home,phillip phillips,2012
50,without you,david guetta,2012
51,ass back home,gym class heroes,2012
52,wanted,hunter hayes,2012
53,drunk on you,luke bryan,2012
54,no lie,2 chainz,2012
55,want u back,cher lloyd,2012
56,don't wake me up,chris brown,2012
57,dance (a$$),big sean,2012
58,springsteen,eric church,2012
59,brokenhearted,karmin,2012
60,not over you,gavin degraw,2012
61,stereo hearts,gym class heroes,2012
62,back in time,pitbull,2012
63,work out,j. cole,2012
64,rumour has it,adele,2012
65,let's go,calvin harris,2012
66,good girl,carrie underwood,2012
67,pontoon,little big town,2012
68,ho hey,the lumineers,2012
69,paradise,coldplay,2012
70,blown away,carrie underwood,2012
71,rolling in the deep,adele,2012
72,climax,usher,2012
73,"work hard, play hard",wiz khalifa,2012
74,let me love you (until you learn to love yourself),ne-yo,2012
75,pound the alarm,nicki minaj,2012
76,come over,kenny chesney,2012
77,heart attack,trey songz,2012
78,drank in my cup,kirko bangz,2012
79,birthday cake,rihanna,2012
80,so good,b.o.b,2012
81,50 ways to say goodbye,train,2012
82,red solo cup,toby keith,2012
83,love you like a love song,selena gomez,2012
84,turn up the music,chris brown,2012
85,die young,kesha,2012
86,5 o'clock,t-pain,2012
87,a thousand years,christina perri,2012
88,take a little ride,jason aldean,2012
89,you da one,rihanna,2012
90,we run the night,havana brown,2012
91,it's time,imagine dragons,2012
92,cashin' out,cash out,2012
93,i don't want this night to end,luke bryan,2012
94,diamonds,rihanna,2012
95,hard to love,lee brice,2012
96,somethin' 'bout a truck,kip moore,2012
97,adorn,miguel,2012
98,fly over states,jason aldean,2012
99,even if it breaks your heart,eli young band,2012
100,burn it down,linkin park,2012
1,thrift shop,macklemore,2013
2,blurred lines,robin thicke,2013
3,radioactive,imagine dragons,2013
4,harlem shake,baauer,2013
5,can't hold us,macklemore,2013
6,mirrors,justin timberlake,2013
7,just give me a reason,pink,2013
8,when i was your man,bruno mars,2013
9,cruise,florida georgia line,2013
10,roar,katy perry,2013
11,locked out of heaven,bruno mars,2013
12,ho hey,the lumineers,2013
13,stay,rihanna,2013
14,get lucky,daft punk,2013
15,royals,lorde,2013
16,i knew you were trouble,taylor swift,2013
17,we can't stop,miley cyrus,2013
18,wrecking ball,miley cyrus,2013
19,wake me up,avicii,2013
20,suit & tie,justin timberlake,2013
21,cups (pitch perfect's when i'm gone),anna kendrick,2013
22,holy grail,jay-z,2013
23,scream & shout,will.i.am,2013
24,clarity,zedd,2013
25,sail,awolnation,2013
26,don't you worry child,swedish house mafia,2013
27,diamonds,rihanna,2013
28,i love it,icona pop,2013
29,safe and sound,capital cities,2013
30,treasure,bruno mars,2013
31,the way,ariana grande,2013
32,started from the bottom,drake,2013
33,come & get it,selena gomez,2013
34,"hold on, we're going home",drake,2013
35,daylight,maroon 5,2013
36,feel this moment,pitbull,2013
37,applause,lady gaga,2013
38,one more night,maroon 5,2013
39,love me,lil wayne,2013
40,my songs know what you did in the dark (light em up),fall out boy,2013
41,fuckin' problems,asap rocky,2013
42,beauty and a beat,justin bieber,2013
43,same love,macklemore,2013
44,sweet nothing,calvin harris,2013
45,summertime sadness,lana del rey and cédric gervais,2013
46,home,phillip phillips,2013
47,it's time,imagine dragons,2013
48,power trip,j. cole,2013
49,girl on fire,alicia keys,2013
50,heart attack,demi lovato,2013
51,love somebody,maroon 5,2013
52,i will wait,mumford,2013
53,try,pink,2013
54,wagon wheel,darius rucker,2013
55,gangnam style,psy,2013
56,i need your love,calvin harris,2013
57,die young,kesha,2013
58,some nights,fun,2013
59,bad,wale,2013
60,boys 'round here,blake shelton,2013
61,"gone, gone, gone",phillip phillips,2013
62,demons,imagine dragons,2013
63,counting stars,onerepublic,2013
64,i cry,flo rida,2013
65,little talks,of monsters and men,2013
66,the other side,jason derulo,2013
67,berzerk,eminem,2013
68,catch my breath,kelly clarkson,2013
69,crash my party,luke bryan,2013
70,pour it up,rihanna,2013
71,22,taylor swift,2013
72,i want crazy,hunter hayes,2013
73,the fox (what does the fox say?),ylvis,2013
74,best song ever,one direction,2013
75,the a team,ed sheeran,2013
76,carry on,fun,2013
77,highway don't care,tim mcgraw,2013
78,that's my kind of night,luke bryan,2013
79,swimming pools (drank),kendrick lamar,2013
80,sure be cool if you did,blake shelton,2013
81,#beautiful,mariah carey,2013
82,troublemaker,olly murs,2013
83,body party,ciara,2013
84,adorn,miguel,2013
85,hall of fame,the script,2013
86,let me love you (until you learn to love yourself),ne-yo,2013
87,u.o.e.n.o.,rocko,2013
88,next to me,emeli sandé,2013
89,mama's broken heart,miranda lambert,2013
90,it goes like this,thomas rhett,2013
91,bugatti,ace hood,2013
92,wanted,hunter hayes,2013
93,downtown,lady antebellum,2013
94,get your shine on,florida georgia line,2013
95,#thatpower,will.i.am,2013
96,brave,sara bareilles,2013
97,let her go,passenger,2013
98,runnin' outta moonlight,randy houser,2013
99,i'm different,2 chainz,2013
100,still into you,paramore,2013
1,happy,pharrell williams,2014
2,dark horse,katy perry,2014
3,all of me,john legend,2014
4,fancy,iggy azalea,2014
5,counting stars,onerepublic,2014
6,talk dirty,jason derulo,2014
7,rude,magic!,2014
8,all about that bass,meghan trainor,2014
9,problem,ariana grande,2014
10,stay with me,sam smith,2014
11,timber,pitbull,2014
12,pompeii,bastille,2014
13,shake it off,taylor swift,2014
14,am i wrong,nico,2014
15,turn down for what,dj snake and lil jon,2014
16,the monster,eminem,2014
17,say something,a great big world and christina aguilera,2014
18,team,lorde,2014
19,let her go,passenger,2014
20,royals,lorde,2014
21,let it go,idina menzel,2014
22,wake me up,avicii,2014
23,demons,imagine dragons,2014
24,story of my life,one direction,2014
25,chandelier,sia,2014
26,black widow,iggy azalea,2014
27,bang bang,"jessie j, ariana grande and nicki minaj",2014
28,latch,disclosure,2014
29,maps,maroon 5,2014
30,loyal,chris brown,2014
31,best day of my life,american authors,2014
32,habits (stay high),tove lo,2014
33,summer,calvin harris,2014
34,boom clap,charli xcx,2014
35,drunk in love,beyoncé,2014
36,anaconda,nicki minaj,2014
37,break free,ariana grande,2014
38,bailando,enrique iglesias,2014
39,burn,ellie goulding,2014
40,wiggle,jason derulo,2014
41,rather be,clean bandit,2014
42,don't tell 'em,jeremih,2014
43,show me,kid ink,2014
44,wrecking ball,miley cyrus,2014
45,not a bad thing,justin timberlake,2014
46,roar,katy perry,2014
47,ain't it fun,paramore,2014
48,the man,aloe blacc,2014
49,this is how we roll,florida georgia line,2014
50,classic,mkto,2014
51,a sky full of stars,coldplay,2014
52,don't,ed sheeran,2014
53,na na,trey songz,2014
54,hot boy,bobby shmurda,2014
55,"hold on, we're going home",drake,2014
56,sing,ed sheeran,2014
57,radioactive,imagine dragons,2014
58,my hitta,yg,2014
59,cool kids,echosmith,2014
60,hey brother,avicii,2014
61,trumpets,jason derulo,2014
62,animals,maroon 5,2014
63,burnin' it down,jason aldean,2014
64,play it again,luke bryan,2014
65,2 on,tinashe,2014
66,dirt,florida georgia line,2014
67,love runs out,onerepublic,2014
68,bottoms up,brantley gilbert,2014
69,shower,becky g,2014
70,me and my broken heart,rixton,2014
71,animals,martin garrix,2014
72,lifestyle,rich gang,2014
73,american kids,kenny chesney,2014
74,brave,sara bareilles,2014
75,sweater weather,the neighbourhood,2014
76,leave the night on,sam hunt,2014
77,new flame,chris brown,2014
78,love never felt so good,michael jackson and justin timberlake,2014
79,drunk on a plane,dierks bentley,2014
80,birthday,katy perry,2014
81,bartender,lady antebellum,2014
82,la la la,naughty boy,2014
83,blurred lines,robin thicke,2014
84,do what u want,lady gaga,2014
85,can't remember to forget you,shakira,2014
86,amnesia,5 seconds of summer,2014
87,no mediocre,t.i.,2014
88,come with me now,kongos,2014
89,believe me,lil wayne,2014
90,23,mike will made-it,2014
91,beachin',jake owen,2014
92,white walls,macklemore,2014
93,she looks so perfect,5 seconds of summer,2014
94,stay the night,zedd,2014
95,partition,beyoncé,2014
96,studio,schoolboy q,2014
97,0 to 100 / the catch up,drake,2014
98,i don't dance,lee brice,2014
99,somethin' bad,miranda lambert and carrie underwood,2014
100,adore you,miley cyrus,2014
1,uptown funk,mark ronson,2015
2,thinking out loud,ed sheeran,2015
3,see you again,wiz khalifa,2015
4,trap queen,fetty wap,2015
5,sugar,maroon 5,2015
6,shut up and dance,walk the moon,2015
7,blank space,taylor swift,2015
8,watch me,silentí³,2015
9,earned it,the weeknd,2015
10,the hills,the weeknd,2015
11,cheerleader (felix jaehn remix),omi,2015
12,can't feel my face,the weeknd,2015
13,love me like you do,ellie goulding,2015
14,take me to church,hozier,2015
15,bad blood,taylor swift,2015
16,lean on,major lazer and dj snake,2015
17,want to want me,jason derulo,2015
18,shake it off,taylor swift,2015
19,where are í now,skrillex and diplo (jack í),2015
20,fight song,rachel platten,2015
21,679,fetty wap,2015
22,lips are movin,meghan trainor,2015
23,worth it,fifth harmony,2015
24,post to be,omarion,2015
25,"honey, i'm good.",andy grammer,2015
26,i'm not the only one,sam smith,2015
27,good for you,selena gomez,2015
28,all about that bass,meghan trainor,2015
29,style,taylor swift,2015
30,hotline bling,drake,2015
31,hey mama,david guetta,2015
32,g.d.f.r.,flo rida,2015
33,what do you mean?,justin bieber,2015
34,photograph,ed sheeran,2015
35,hello,adele,2015
36,stitches,shawn mendes,2015
37,talking body,tove lo,2015
38,jealous,nick jonas,2015
39,time of our lives,pitbull and ne-yo,2015
40,locked away,r. city,2015
41,somebody,natalie la rose,2015
42,fourfiveseconds,"rihanna, kanye west and paul mccartney",2015
43,centuries,fall out boy,2015
44,my way,fetty wap,2015
45,take your time,sam hunt,2015
46,animals,maroon 5,2015
47,i don't fuck with you,big sean,2015
48,bitch better have my money,rihanna,2015
49,"flex (ooh, ooh, ooh)",rich homie quan,2015
50,nasty freestyle,t-wayne,2015
51,only,nicki minaj,2015
52,elastic heart,sia,2015
53,cool for the summer,demi lovato,2015
54,renegades,x ambassadors,2015
55,i don't mind,usher,2015
56,love me harder,ariana grande and the weeknd,2015
57,wildest dreams,taylor swift,2015
58,stay with me,sam smith,2015
59,you know you like it,dj snake and alunageorge,2015
60,uma thurman,fall out boy,2015
61,11-jul,beyoncé,2015
62,the heart wants what it wants,selena gomez,2015
63,girl crush,little big town,2015
64,slow motion,trey songz,2015
